cliente_id,plano,contrato,forma_pagamento,canal_aquisicao,tempo_cliente_meses,receita_mensal,desconto_pct,horas_uso_semana,queda_uso_30d_pct,dias_sem_acesso,nota_satisfacao,chamados_90d,falhas_pagamento_90d,reajuste_recente,cancelou_60d
CLI02479,Essencial,Mensal,Débito automático,Parceiro,13,39.92,20,3.0,44.9,10,6,1,0,1,0
CLI02480,Premium,Mensal,Boleto,Parceiro,19,113.9,5,5.3,2.2,3,8,1,0,0,0
CLI02481,Plus,Anual,Cartão,Mídia paga,28,71.91,10,3.4,43.0,9,5,0,0,0,0
CLI02482,Essencial,Anual,Pix,Mídia paga,7,39.92,20,0.9,6.9,4,5,2,0,1,0
CLI02483,Essencial,Anual,Débito automático,Indicação,36,49.9,0,2.1,45.8,10,5,1,0,1,0
CLI02484,Essencial,Mensal,Cartão,Indicação,24,49.9,0,3.7,15.5,3,10,1,0,1,0
CLI02485,Plus,Mensal,Cartão,Indicação,15,75.9,5,7.9,28.3,5,6,2,0,1,0
CLI02486,Essencial,Anual,Cartão,Indicação,2,44.91,10,5.2,43.6,6,5,3,0,0,0
CLI02487,Plus,Mensal,Débito automático,Mídia paga,48,75.9,5,7.2,4.0,4,7,1,3,0,0
CLI02488,Plus,Anual,Débito automático,Indicação,53,67.92,15,1.7,17.5,7,5,2,0,0,0
CLI02489,Essencial,Mensal,Cartão,Parceiro,49,49.9,0,6.5,21.6,4,8,2,0,0,0
CLI02490,Plus,Mensal,Cartão,Mídia paga,13,79.9,0,2.4,26.1,5,6,0,1,0,1
CLI02491,Premium,Anual,Cartão,Indicação,34,119.9,0,4.3,18.5,7,8,1,0,1,0
CLI02492,Essencial,Anual,Pix,Mídia paga,54,49.9,0,3.4,16.8,5,6,0,0,0,0
CLI02493,Essencial,Anual,Cartão,Mídia paga,32,49.9,0,6.2,45.2,11,6,2,0,0,1
CLI02494,Premium,Anual,Débito automático,Mídia paga,30,119.9,0,3.0,30.9,7,7,1,1,0,0
CLI02495,Premium,Mensal,Boleto,Indicação,73,119.9,0,27.4,17.7,6,6,4,1,0,1
CLI02496,Plus,Anual,Débito automático,Busca orgânica,70,79.9,0,4.1,20.0,7,4,3,0,1,0
CLI02497,Plus,Anual,Débito automático,Busca orgânica,19,75.9,5,4.1,7.8,9,5,2,0,0,0
CLI02498,Essencial,Mensal,Boleto,Mídia paga,16,44.91,10,3.2,29.2,14,7,1,2,0,1
CLI02499,Plus,Mensal,Débito automático,Busca orgânica,14,67.92,15,7.8,24.1,3,7,0,0,0,0
CLI02500,Plus,Anual,Pix,Mídia paga,5,79.9,0,7.1,68.9,13,7,0,2,0,1
CLI02501,Essencial,Mensal,Débito automático,Busca orgânica,63,44.91,10,1.4,7.5,3,10,0,0,0,0
CLI02502,Plus,Anual,Pix,Parceiro,32,75.9,5,6.2,17.7,6,6,0,0,0,0
CLI02503,Premium,Mensal,Cartão,Indicação,19,101.92,15,8.4,14.8,4,10,0,0,0,0
CLI02504,Premium,Anual,Cartão,Mídia paga,28,107.91,10,13.4,26.0,3,6,2,0,0,0
CLI02505,Essencial,Mensal,Pix,Indicação,67,49.9,0,0.7,6.8,2,7,1,0,1,0
CLI02506,Essencial,Anual,Boleto,Mídia paga,7,49.9,0,7.4,64.4,7,5,1,0,1,0
CLI02507,Premium,Anual,Débito automático,Mídia paga,62,107.91,10,12.4,17.7,3,8,1,0,0,0
CLI02508,Premium,Mensal,Cartão,Busca orgânica,26,107.91,10,11.6,16.6,3,9,2,1,0,0
CLI02509,Plus,Mensal,Pix,Indicação,36,79.9,0,12.1,21.8,8,9,0,0,0,0
CLI02510,Plus,Anual,Débito automático,Parceiro,37,71.91,10,9.5,6.5,6,6,3,0,1,0
CLI02511,Plus,Anual,Débito automático,Parceiro,70,79.9,0,6.6,29.5,7,4,0,0,0,0
CLI02512,Essencial,Anual,Pix,Mídia paga,13,39.92,20,2.8,40.2,8,7,0,0,0,1
CLI02513,Essencial,Anual,Cartão,Busca orgânica,96,39.92,20,1.3,85.0,15,7,2,1,0,0
CLI02514,Essencial,Mensal,Cartão,Indicação,9,42.42,15,1.7,19.7,7,6,0,0,1,0
CLI02515,Essencial,Mensal,Boleto,Busca orgânica,15,42.42,15,7.6,43.5,8,5,1,0,0,1
CLI02516,Premium,Mensal,Cartão,Mídia paga,41,95.92,20,4.9,49.8,16,7,0,0,0,0
CLI02517,Essencial,Mensal,Débito automático,Indicação,64,49.9,0,2.8,57.7,6,8,0,0,0,0
CLI02518,Essencial,Mensal,Cartão,Indicação,14,47.4,5,4.1,38.4,6,5,0,0,0,0
CLI02519,Plus,Mensal,Boleto,Parceiro,8,79.9,0,3.7,1.8,3,6,0,1,0,0
CLI02520,Essencial,Mensal,Cartão,Mídia paga,67,47.4,5,4.0,61.9,11,3,2,0,1,0
CLI02521,Essencial,Mensal,Débito automático,Mídia paga,19,49.9,0,2.7,15.6,6,8,1,0,0,0
CLI02522,Plus,Mensal,Débito automático,Parceiro,21,71.91,10,5.1,9.1,1,7,2,0,0,0
CLI02523,Essencial,Mensal,Débito automático,Busca orgânica,29,49.9,0,4.0,17.2,8,5,0,0,0,0
CLI02524,Plus,Anual,Débito automático,Busca orgânica,25,67.92,15,3.0,27.9,5,6,1,1,0,0
CLI02525,Premium,Anual,Cartão,Parceiro,42,101.92,15,7.9,18.6,3,8,1,2,0,0
CLI02526,Essencial,Mensal,Cartão,Parceiro,9,39.92,20,2.5,8.3,4,4,2,0,1,0
CLI02527,Premium,Anual,Cartão,Indicação,7,119.9,0,17.2,38.0,6,6,2,0,0,0
CLI02528,Premium,Anual,Débito automático,Busca orgânica,35,101.92,15,1.2,19.3,5,10,0,0,0,0
CLI02529,Premium,Mensal,Débito automático,Busca orgânica,37,119.9,0,12.7,43.6,4,7,1,1,1,0
CLI02530,Plus,Mensal,Cartão,Indicação,42,79.9,0,3.7,27.3,12,7,1,0,0,0
CLI02531,Plus,Mensal,Débito automático,Indicação,40,71.91,10,7.5,65.4,11,6,1,0,1,0
CLI02532,Plus,Mensal,Cartão,Indicação,7,79.9,0,4.0,16.1,5,8,2,1,0,1
CLI02533,Plus,Mensal,Cartão,Mídia paga,40,67.92,15,6.6,22.6,3,8,0,0,1,0
CLI02534,Essencial,Mensal,Cartão,Indicação,39,42.42,15,4.1,41.6,8,7,0,1,0,1
CLI02535,Premium,Anual,Débito automático,Parceiro,8,113.9,5,5.4,58.0,2,3,1,0,0,1
CLI02536,Plus,Mensal,Cartão,Mídia paga,53,75.9,5,2.5,19.1,8,9,0,0,0,0
CLI02537,Plus,Mensal,Boleto,Busca orgânica,14,67.92,15,1.3,48.0,4,7,0,0,1,0
CLI02538,Essencial,Anual,Débito automático,Mídia paga,12,44.91,10,4.2,33.3,9,6,1,0,0,0
CLI02539,Essencial,Anual,Pix,Mídia paga,43,49.9,0,5.4,13.0,5,6,1,0,0,0
CLI02540,Plus,Anual,Cartão,Mídia paga,10,75.9,5,1.3,9.4,5,8,1,0,0,0
CLI02541,Plus,Anual,Débito automático,Mídia paga,22,75.9,5,4.6,8.2,5,6,0,0,1,0
CLI02542,Essencial,Anual,Débito automático,Mídia paga,20,42.42,15,1.4,42.6,10,8,0,1,0,0
CLI02543,Essencial,Mensal,Pix,Mídia paga,17,42.42,15,4.9,2.5,4,6,0,2,1,1
CLI02544,Essencial,Anual,Cartão,Mídia paga,14,47.4,5,0.6,11.8,4,10,0,0,1,0
CLI02545,Plus,Mensal,Cartão,Busca orgânica,90,79.9,0,2.5,26.0,10,8,1,0,0,0
CLI02546,Essencial,Mensal,Cartão,Mídia paga,41,44.91,10,2.5,32.2,7,6,0,1,0,0
CLI02547,Premium,Mensal,Cartão,Mídia paga,16,113.9,5,6.9,74.9,18,5,1,0,0,1
CLI02548,Essencial,Mensal,Débito automático,Parceiro,16,47.4,5,3.1,27.7,4,6,1,3,0,1
CLI02549,Essencial,Mensal,Cartão,Busca orgânica,33,39.92,20,6.6,11.4,4,7,0,2,0,1
CLI02550,Essencial,Mensal,Débito automático,Indicação,20,39.92,20,7.4,6.3,2,7,0,0,0,0
CLI02551,Plus,Mensal,Cartão,Busca orgânica,35,75.9,5,8.0,61.7,6,5,1,0,1,1
CLI02552,Plus,Mensal,Pix,Busca orgânica,11,63.92,20,3.8,13.4,7,6,3,0,0,0
CLI02553,Plus,Mensal,Boleto,Busca orgânica,29,79.9,0,4.9,26.1,6,9,1,1,0,0
CLI02554,Premium,Anual,Cartão,Mídia paga,45,119.9,0,4.5,62.3,10,4,2,1,1,0
CLI02555,Essencial,Mensal,Cartão,Parceiro,28,44.91,10,2.8,45.8,8,6,0,0,0,1
CLI02556,Plus,Anual,Pix,Busca orgânica,21,75.9,5,10.5,32.5,4,6,1,0,1,1
CLI02557,Essencial,Mensal,Pix,Parceiro,37,44.91,10,8.5,14.3,6,7,1,0,0,0
CLI02558,Essencial,Anual,Débito automático,Mídia paga,4,49.9,0,6.0,41.2,7,8,1,0,0,0
CLI02559,Plus,Mensal,Débito automático,Indicação,44,75.9,5,5.8,6.5,2,9,1,0,0,0
CLI02560,Essencial,Mensal,Débito automático,Busca orgânica,4,44.91,10,3.4,22.3,6,5,0,0,0,0
CLI02561,Plus,Mensal,Boleto,Parceiro,49,75.9,5,5.5,38.9,9,7,2,1,0,0
CLI02562,Plus,Anual,Cartão,Mídia paga,20,79.9,0,5.1,10.4,6,7,2,1,0,0
CLI02563,Plus,Anual,Cartão,Indicação,47,75.9,5,8.7,18.3,3,9,0,2,0,0
CLI02564,Plus,Anual,Cartão,Mídia paga,54,71.91,10,6.2,19.5,6,7,1,0,0,0
CLI02565,Plus,Anual,Débito automático,Busca orgânica,21,75.9,5,4.4,6.3,5,10,0,0,0,0
CLI02566,Essencial,Mensal,Cartão,Mídia paga,51,47.4,5,5.2,3.3,3,6,1,0,0,0
CLI02567,Essencial,Anual,Cartão,Indicação,32,47.4,5,3.2,35.6,11,7,2,0,0,0
CLI02568,Essencial,Mensal,Boleto,Busca orgânica,37,49.9,0,2.1,50.5,9,5,1,2,0,1
CLI02569,Plus,Mensal,Cartão,Busca orgânica,60,79.9,0,2.7,6.7,4,8,0,0,1,0
CLI02570,Premium,Anual,Cartão,Busca orgânica,34,119.9,0,1.8,33.9,5,5,1,0,0,1
CLI02571,Essencial,Anual,Cartão,Indicação,47,47.4,5,11.6,41.2,1,5,2,1,0,0
CLI02572,Plus,Mensal,Cartão,Mídia paga,86,67.92,15,6.5,25.9,4,10,0,0,0,0
CLI02573,Plus,Mensal,Cartão,Mídia paga,47,71.91,10,5.7,52.1,9,9,2,0,1,1
CLI02574,Premium,Mensal,Cartão,Mídia paga,20,113.9,5,2.6,20.6,5,8,1,1,0,0
CLI02575,Plus,Mensal,Cartão,Parceiro,32,71.91,10,2.3,26.2,8,7,1,1,1,0
CLI02576,Plus,Mensal,Débito automático,Mídia paga,16,63.92,20,5.6,10.5,3,8,2,1,0,0
CLI02577,Plus,Anual,Cartão,Indicação,33,63.92,20,4.2,21.3,4,5,2,0,1,0
CLI02578,Premium,Mensal,Débito automático,Indicação,22,95.92,20,2.6,20.2,6,9,0,0,1,0
CLI02579,Essencial,Mensal,Débito automático,Mídia paga,36,49.9,0,1.7,35.3,14,7,0,0,0,0
CLI02580,Premium,Mensal,Débito automático,Mídia paga,47,107.91,10,4.4,61.6,11,8,0,1,0,0
CLI02581,Essencial,Anual,Boleto,Parceiro,16,44.91,10,3.8,3.0,4,7,0,0,1,0
CLI02582,Premium,Mensal,Pix,Indicação,28,119.9,0,4.1,12.6,4,10,1,0,0,1
CLI02583,Essencial,Mensal,Cartão,Indicação,13,49.9,0,2.4,8.4,7,8,1,2,0,0
CLI02584,Essencial,Anual,Cartão,Mídia paga,16,49.9,0,0.7,28.4,5,7,0,0,0,0
CLI02585,Essencial,Anual,Cartão,Parceiro,31,49.9,0,3.8,37.9,6,6,2,0,0,0
CLI02586,Essencial,Mensal,Débito automático,Busca orgânica,21,47.4,5,2.0,29.2,8,8,0,1,0,0
CLI02587,Essencial,Anual,Pix,Busca orgânica,67,49.9,0,7.2,47.2,7,8,2,0,0,0
CLI02588,Essencial,Mensal,Cartão,Mídia paga,6,47.4,5,6.9,43.5,8,7,1,0,1,0
CLI02589,Essencial,Anual,Cartão,Busca orgânica,75,49.9,0,4.0,35.8,6,8,0,1,0,0
CLI02590,Essencial,Mensal,Boleto,Mídia paga,47,42.42,15,4.8,36.4,6,6,0,0,1,1
CLI02591,Plus,Anual,Pix,Parceiro,41,79.9,0,11.3,73.3,9,8,1,0,0,0
CLI02592,Premium,Anual,Cartão,Busca orgânica,45,113.9,5,9.9,64.2,11,6,0,1,0,0
CLI02593,Plus,Anual,Boleto,Busca orgânica,44,79.9,0,5.1,28.3,4,8,0,1,0,0
CLI02594,Essencial,Anual,Débito automático,Parceiro,20,47.4,5,1.8,69.2,14,7,0,0,0,0
CLI02595,Essencial,Mensal,Pix,Busca orgânica,48,49.9,0,4.2,34.0,4,9,0,0,0,0
CLI02596,Premium,Anual,Cartão,Indicação,33,95.92,20,3.3,25.8,11,6,1,0,1,0
CLI02597,Essencial,Mensal,Débito automático,Busca orgânica,7,44.91,10,7.7,47.3,14,7,1,0,0,0
CLI02598,Essencial,Mensal,Cartão,Mídia paga,16,49.9,0,1.6,47.0,13,5,0,2,0,0
CLI02599,Premium,Mensal,Boleto,Busca orgânica,13,101.92,15,5.5,22.1,4,9,0,2,0,0
CLI02600,Premium,Anual,Débito automático,Mídia paga,24,113.9,5,2.5,42.3,10,7,1,0,0,0
CLI02601,Essencial,Anual,Pix,Indicação,5,49.9,0,0.8,40.4,14,5,0,0,0,0
CLI02602,Plus,Anual,Débito automático,Indicação,43,75.9,5,10.5,37.3,3,8,0,0,0,0
CLI02603,Essencial,Mensal,Boleto,Busca orgânica,49,49.9,0,2.9,10.1,5,7,1,2,0,0
CLI02604,Plus,Anual,Cartão,Busca orgânica,19,75.9,5,13.2,50.3,8,6,0,0,0,1
CLI02605,Essencial,Anual,Cartão,Mídia paga,36,49.9,0,4.8,30.9,10,7,0,1,0,0
CLI02606,Essencial,Anual,Débito automático,Busca orgânica,68,49.9,0,1.5,28.5,10,8,1,1,0,0
CLI02607,Plus,Mensal,Cartão,Mídia paga,21,71.91,10,17.5,23.0,5,9,1,0,0,0
CLI02608,Essencial,Mensal,Débito automático,Indicação,21,49.9,0,3.1,19.1,5,6,1,0,0,0
CLI02609,Plus,Anual,Pix,Busca orgânica,23,71.91,10,10.5,4.3,2,6,0,0,0,0
CLI02610,Essencial,Anual,Cartão,Busca orgânica,41,42.42,15,3.4,33.4,11,8,0,0,0,0
CLI02611,Premium,Mensal,Cartão,Mídia paga,20,119.9,0,3.6,8.7,6,6,0,0,0,0
CLI02612,Plus,Mensal,Débito automático,Mídia paga,23,79.9,0,5.9,39.4,5,7,0,0,1,0
CLI02613,Plus,Mensal,Cartão,Mídia paga,40,79.9,0,10.6,42.8,11,8,0,1,0,1
CLI02614,Plus,Mensal,Cartão,Busca orgânica,39,75.9,5,5.4,12.8,3,9,0,0,1,0
CLI02615,Essencial,Anual,Cartão,Parceiro,18,42.42,15,3.0,33.8,6,7,0,0,0,0
CLI02616,Plus,Mensal,Cartão,Mídia paga,12,79.9,0,6.3,35.6,11,6,1,0,0,0
CLI02617,Essencial,Mensal,Pix,Parceiro,21,49.9,0,6.0,16.8,5,6,4,0,0,0
CLI02618,Premium,Anual,Boleto,Busca orgânica,25,107.91,10,11.3,20.4,6,9,1,1,0,0
CLI02619,Premium,Mensal,Débito automático,Indicação,32,107.91,10,8.3,14.5,8,10,0,0,1,0
CLI02620,Premium,Mensal,Pix,Mídia paga,28,119.9,0,8.2,25.9,6,5,2,0,1,0
CLI02621,Premium,Mensal,Cartão,Busca orgânica,10,119.9,0,4.9,42.4,7,5,2,0,0,1
CLI02622,Premium,Mensal,Boleto,Mídia paga,20,119.9,0,6.0,40.4,8,7,2,0,0,0
CLI02623,Essencial,Anual,Débito automático,Indicação,5,49.9,0,2.9,27.0,8,8,0,0,1,0
CLI02624,Premium,Anual,Débito automático,Mídia paga,32,113.9,5,9.8,15.8,8,3,3,1,0,0
CLI02625,Plus,Anual,Cartão,Indicação,12,79.9,0,8.6,33.6,8,6,0,1,0,0
CLI02626,Essencial,Mensal,Cartão,Busca orgânica,8,49.9,0,2.5,3.9,4,6,2,1,1,0
CLI02627,Plus,Anual,Cartão,Indicação,22,67.92,15,6.0,5.0,3,9,0,0,0,0
CLI02628,Essencial,Mensal,Cartão,Parceiro,35,49.9,0,1.2,31.3,10,7,2,1,0,0
CLI02629,Essencial,Anual,Cartão,Indicação,27,44.91,10,3.9,17.8,6,7,0,0,0,0
CLI02630,Essencial,Mensal,Débito automático,Mídia paga,73,49.9,0,0.4,40.8,3,5,1,0,1,0
CLI02631,Essencial,Mensal,Cartão,Indicação,6,47.4,5,1.7,54.5,10,5,0,0,0,0
CLI02632,Plus,Mensal,Cartão,Indicação,6,63.92,20,1.9,54.4,11,5,0,1,1,0
CLI02633,Premium,Anual,Débito automático,Busca orgânica,17,113.9,5,1.0,69.3,14,7,1,0,0,1
CLI02634,Plus,Anual,Boleto,Indicação,47,79.9,0,3.3,13.5,3,7,0,1,0,0
CLI02635,Plus,Mensal,Cartão,Busca orgânica,19,71.91,10,8.7,50.1,5,7,1,0,1,0
CLI02636,Essencial,Anual,Cartão,Indicação,14,47.4,5,0.8,13.6,11,10,0,0,0,0
CLI02637,Plus,Anual,Débito automático,Mídia paga,37,71.91,10,6.3,6.1,3,8,2,0,0,0
CLI02638,Essencial,Mensal,Boleto,Mídia paga,20,49.9,0,6.6,55.1,11,6,1,0,0,1
CLI02639,Premium,Mensal,Pix,Mídia paga,59,119.9,0,14.1,57.0,9,6,1,2,0,0
CLI02640,Essencial,Anual,Cartão,Indicação,23,42.42,15,2.3,13.5,4,6,1,0,1,0
CLI02641,Plus,Anual,Débito automático,Busca orgânica,48,75.9,5,3.3,55.7,10,7,0,1,0,0
CLI02642,Plus,Anual,Débito automático,Indicação,24,75.9,5,2.6,5.0,6,9,0,0,1,0
CLI02643,Plus,Anual,Cartão,Busca orgânica,35,71.91,10,9.3,2.5,5,7,2,0,1,0
CLI02644,Premium,Anual,Cartão,Mídia paga,52,113.9,5,6.5,39.7,8,7,0,0,0,0
CLI02645,Essencial,Mensal,Débito automático,Indicação,6,44.91,10,1.9,52.9,5,6,2,1,0,0
CLI02646,Premium,Anual,Débito automático,Busca orgânica,4,119.9,0,2.9,14.2,9,10,1,0,0,1
CLI02647,Plus,Mensal,Cartão,Mídia paga,6,67.92,15,5.8,13.1,8,8,2,0,0,0
CLI02648,Plus,Anual,Débito automático,Busca orgânica,12,79.9,0,2.6,8.2,6,5,2,0,0,0
CLI02649,Plus,Anual,Débito automático,Indicação,54,75.9,5,6.0,25.8,12,6,2,0,0,0
CLI02650,Premium,Anual,Cartão,Parceiro,79,95.92,20,5.8,55.6,11,7,0,0,0,0
CLI02651,Premium,Mensal,Cartão,Indicação,25,107.91,10,20.3,20.7,5,6,0,0,1,0
CLI02652,Essencial,Mensal,Cartão,Mídia paga,19,47.4,5,2.1,49.1,7,7,1,0,0,0
CLI02653,Plus,Mensal,Boleto,Indicação,34,63.92,20,5.3,21.9,4,5,4,1,0,0
CLI02654,Plus,Mensal,Cartão,Parceiro,16,79.9,0,5.4,76.2,9,4,1,1,0,1
CLI02655,Essencial,Mensal,Débito automático,Mídia paga,33,47.4,5,3.8,4.0,5,9,0,0,0,0
CLI02656,Premium,Mensal,Pix,Busca orgânica,52,101.92,15,3.4,54.2,3,9,0,0,0,0
CLI02657,Essencial,Anual,Débito automático,Parceiro,34,44.91,10,1.2,24.9,5,5,1,0,0,0
CLI02658,Plus,Mensal,Boleto,Indicação,11,79.9,0,4.8,23.1,3,7,1,2,0,1
CLI02659,Essencial,Mensal,Boleto,Mídia paga,25,39.92,20,5.9,7.6,2,7,0,0,1,0
CLI02660,Essencial,Mensal,Débito automático,Mídia paga,85,44.91,10,3.6,25.4,9,7,1,0,0,0
CLI02661,Premium,Anual,Cartão,Indicação,37,95.92,20,3.9,58.6,14,7,0,0,1,0
CLI02662,Essencial,Mensal,Cartão,Busca orgânica,18,44.91,10,7.8,28.6,4,7,0,0,1,0
CLI02663,Essencial,Anual,Cartão,Indicação,15,49.9,0,2.4,40.6,10,8,0,1,0,0
CLI02664,Essencial,Mensal,Débito automático,Mídia paga,18,39.92,20,4.4,35.9,6,7,1,0,0,1
CLI02665,Plus,Mensal,Cartão,Mídia paga,44,67.92,15,2.6,72.0,13,7,0,2,0,0
CLI02666,Plus,Mensal,Cartão,Busca orgânica,31,75.9,5,7.3,22.3,4,5,1,2,0,0
CLI02667,Premium,Mensal,Cartão,Mídia paga,12,119.9,0,4.0,40.8,10,6,0,2,0,0
CLI02668,Essencial,Anual,Débito automático,Parceiro,51,42.42,15,1.5,60.3,9,2,1,0,1,1
CLI02669,Plus,Mensal,Cartão,Busca orgânica,84,71.91,10,6.6,11.2,3,8,0,0,1,0
CLI02670,Plus,Mensal,Cartão,Mídia paga,32,79.9,0,3.1,45.8,5,6,1,1,0,1
CLI02671,Plus,Mensal,Pix,Indicação,57,75.9,5,4.5,77.9,12,5,0,3,0,1
CLI02672,Essencial,Mensal,Pix,Parceiro,11,39.92,20,1.9,0.3,3,7,0,0,0,0
CLI02673,Essencial,Mensal,Boleto,Mídia paga,23,44.91,10,1.4,32.4,5,6,1,1,1,0
CLI02674,Plus,Mensal,Débito automático,Parceiro,10,71.91,10,4.2,22.4,4,8,1,0,0,1
CLI02675,Plus,Anual,Débito automático,Mídia paga,45,71.91,10,3.9,27.7,9,7,2,0,1,0
CLI02676,Plus,Mensal,Cartão,Busca orgânica,27,75.9,5,5.4,40.8,8,9,0,1,0,0
CLI02677,Plus,Mensal,Cartão,Indicação,4,71.91,10,4.9,45.7,6,10,0,2,1,0
CLI02678,Plus,Anual,Débito automático,Busca orgânica,11,79.9,0,6.1,8.9,3,10,2,0,0,0
CLI02679,Plus,Mensal,Cartão,Indicação,24,79.9,0,1.5,13.4,5,8,0,2,1,1
CLI02680,Essencial,Mensal,Débito automático,Mídia paga,7,42.42,15,2.2,32.1,7,5,2,0,0,0
CLI02681,Plus,Anual,Boleto,Busca orgânica,11,79.9,0,6.2,19.0,7,6,1,0,1,0
CLI02682,Premium,Anual,Cartão,Mídia paga,54,113.9,5,11.2,25.1,9,6,1,0,0,0
CLI02683,Essencial,Anual,Débito automático,Mídia paga,15,49.9,0,6.8,30.1,1,8,0,0,0,0
CLI02684,Plus,Anual,Cartão,Busca orgânica,32,63.92,20,8.3,4.8,4,10,0,0,0,0
CLI02685,Essencial,Mensal,Cartão,Mídia paga,49,49.9,0,1.7,36.7,5,8,1,0,0,0
CLI02686,Plus,Anual,Cartão,Busca orgânica,43,71.91,10,5.0,7.3,9,5,0,0,1,0
CLI02687,Essencial,Mensal,Pix,Busca orgânica,70,47.4,5,1.8,13.2,4,6,0,0,0,0
CLI02688,Plus,Mensal,Boleto,Busca orgânica,51,79.9,0,5.5,32.6,7,5,2,0,0,0
CLI02689,Essencial,Anual,Cartão,Indicação,31,49.9,0,3.7,45.6,5,6,2,0,0,0
CLI02690,Plus,Anual,Débito automático,Busca orgânica,7,63.92,20,0.8,14.7,5,4,3,2,0,0
CLI02691,Premium,Anual,Cartão,Busca orgânica,25,119.9,0,11.0,46.8,10,4,2,1,0,1
CLI02692,Essencial,Mensal,Cartão,Indicação,43,47.4,5,3.6,28.1,6,6,0,0,0,0
CLI02693,Premium,Anual,Pix,Busca orgânica,13,119.9,0,3.3,21.5,3,6,0,0,0,0
CLI02694,Premium,Mensal,Débito automático,Busca orgânica,54,107.91,10,1.2,20.4,5,10,0,0,0,0
CLI02695,Premium,Anual,Débito automático,Mídia paga,27,119.9,0,19.9,31.1,5,6,2,0,0,0
CLI02696,Essencial,Anual,Boleto,Indicação,43,44.91,10,3.9,4.9,7,9,1,0,0,0
CLI02697,Plus,Mensal,Cartão,Busca orgânica,43,75.9,5,5.2,5.9,9,7,1,1,0,0
CLI02698,Essencial,Anual,Pix,Indicação,44,44.91,10,4.1,14.8,8,9,1,0,0,0
CLI02699,Essencial,Mensal,Cartão,Indicação,18,49.9,0,3.3,10.8,5,6,2,0,0,0
CLI02700,Premium,Mensal,Débito automático,Busca orgânica,70,107.91,10,2.6,34.4,5,9,1,0,0,0
CLI02701,Plus,Anual,Cartão,Busca orgânica,61,79.9,0,4.1,11.1,8,9,1,0,1,0
CLI02702,Plus,Anual,Cartão,Mídia paga,29,67.92,15,3.0,8.1,8,9,1,1,0,0
CLI02703,Essencial,Mensal,Débito automático,Mídia paga,10,44.91,10,5.9,41.4,10,9,0,0,1,1
CLI02704,Plus,Mensal,Cartão,Parceiro,19,79.9,0,6.8,13.6,6,8,0,0,0,0
CLI02705,Plus,Mensal,Débito automático,Parceiro,18,75.9,5,7.2,27.6,5,8,0,0,0,0
CLI02706,Plus,Mensal,Boleto,Indicação,7,63.92,20,1.0,3.1,5,10,0,0,0,0
CLI02707,Premium,Mensal,Cartão,Indicação,16,119.9,0,13.8,90.5,8,6,2,0,0,1
CLI02708,Essencial,Mensal,Pix,Busca orgânica,1,49.9,0,1.3,4.6,4,6,0,0,0,0
CLI02709,Essencial,Mensal,Boleto,Mídia paga,38,47.4,5,10.1,24.0,7,6,2,0,1,0
CLI02710,Plus,Anual,Débito automático,Mídia paga,23,79.9,0,2.8,63.7,14,6,0,1,0,0
CLI02711,Premium,Mensal,Cartão,Busca orgânica,45,107.91,10,7.3,36.7,14,4,1,0,1,0
CLI02712,Essencial,Mensal,Débito automático,Parceiro,21,42.42,15,2.3,35.7,6,7,0,0,0,0
CLI02713,Essencial,Anual,Pix,Busca orgânica,7,47.4,5,0.2,16.4,4,8,2,1,0,0
CLI02714,Essencial,Mensal,Débito automático,Parceiro,10,39.92,20,1.2,14.0,7,7,1,1,0,0
CLI02715,Premium,Anual,Pix,Parceiro,26,119.9,0,11.7,17.7,4,8,1,0,0,0
CLI02716,Essencial,Mensal,Cartão,Busca orgânica,26,42.42,15,3.2,48.3,12,5,2,2,1,1
CLI02717,Plus,Mensal,Débito automático,Indicação,16,79.9,0,7.3,43.5,12,6,2,1,1,1
CLI02718,Premium,Anual,Cartão,Busca orgânica,15,101.92,15,0.6,18.7,4,8,0,0,1,0
CLI02719,Essencial,Mensal,Débito automático,Busca orgânica,46,42.42,15,1.6,37.7,5,7,1,0,0,0
CLI02720,Plus,Mensal,Débito automático,Parceiro,5,79.9,0,6.2,63.9,19,6,2,0,0,0
CLI02721,Plus,Anual,Boleto,Parceiro,33,79.9,0,2.7,18.7,6,6,3,2,0,0
CLI02722,Plus,Mensal,Cartão,Indicação,22,79.9,0,13.2,29.7,11,6,2,2,0,0
CLI02723,Essencial,Anual,Cartão,Indicação,46,47.4,5,15.3,23.5,11,5,1,1,0,0
CLI02724,Essencial,Mensal,Cartão,Mídia paga,88,39.92,20,2.8,22.4,6,6,1,1,0,0
CLI02725,Essencial,Mensal,Cartão,Mídia paga,9,44.91,10,2.9,13.7,6,5,0,0,1,0
CLI02726,Plus,Anual,Cartão,Mídia paga,41,71.91,10,3.3,15.7,5,8,0,2,1,0
CLI02727,Plus,Mensal,Pix,Busca orgânica,40,71.91,10,7.2,27.0,3,5,0,0,1,0
CLI02728,Essencial,Mensal,Cartão,Indicação,14,47.4,5,3.3,51.8,9,6,0,1,0,0
CLI02729,Essencial,Anual,Boleto,Busca orgânica,18,44.91,10,9.6,0.7,0,7,0,2,0,0
CLI02730,Premium,Mensal,Cartão,Indicação,23,119.9,0,3.6,33.1,5,6,2,0,0,0
CLI02731,Essencial,Anual,Cartão,Busca orgânica,39,44.91,10,4.1,8.9,5,8,0,0,1,0
